limit,sex,education,marital,age,default
110000,female,highschool,single,32,0
140000,female,highschool,married,34,0
360000,female,undergrad,single,41,1
290000,female,grad,single,30,0
200000,female,undergrad,married,48,0
60000,female,undergrad,married,38,0
40000,female,undergrad,married,43,0
120000,female,undergrad,single,29,0
80000,female,undergrad,married,38,1
300000,female,undergrad,married,43,1
20000,female,undergrad,married,25,1
30000,female,undergrad,married,46,1
180000,female,grad,single,30,0
110000,female,undergrad,single,39,0
250000,female,undergrad,married,40,0
140000,female,undergrad,single,32,0
80000,female,undergrad,married,29,1
20000,female,highschool,married,32,0
50000,female,highschool,single,47,0
90000,female,highschool,married,40,0
20000,female,undergrad,married,33,0
150000,female,undergrad,single,34,0
150000,female,grad,married,34,0
50000,female,highschool,single,41,1
90000,female,undergrad,single,47,0
350000,female,undergrad,single,40,0
30000,female,undergrad,single,38,0
150000,female,grad,married,28,0
190000,female,grad,single,29,1
340000,female,undergrad,married,36,0
50000,female,undergrad,married,47,0
50000,female,undergrad,single,29,1
280000,female,undergrad,single,30,0
230000,female,grad,single,31,1
400000,female,grad,single,31,0
190000,female,highschool,married,37,1
170000,female,grad,single,31,0
150000,female,grad,single,30,1
140000,female,grad,single,32,1
110000,female,undergrad,single,23,0
260000,female,grad,single,31,0
30000,female,undergrad,single,37,0
130000,female,highschool,married,42,1
190000,female,highschool,single,37,0
10000,female,undergrad,single,36,1
30000,female,undergrad,married,42,1
300000,female,grad,single,45,0
200000,female,undergrad,married,40,0
130000,female,highschool,married,36,0
400000,female,highschool,single,35,1
220000,female,undergrad,single,32,0
100000,female,grad,married,34,0
80000,female,undergrad,married,38,0
50000,female,highschool,single,34,0
200000,female,grad,married,34,0
400000,female,undergrad,married,43,0
50000,female,undergrad,single,48,0
140000,female,highschool,married,37,0
10000,female,undergrad,married,49,0
80000,female,highschool,married,41,0
220000,female,grad,married,38,0
80000,female,undergrad,single,45,0
360000,female,grad,married,35,1
20000,female,undergrad,married,46,1
20000,female,undergrad,married,46,0
20000,female,highschool,single,34,0
70000,female,undergrad,married,38,0
210000,female,undergrad,married,33,0
240000,female,undergrad,married,32,0
50000,female,undergrad,married,34,0
50000,female,undergrad,married,31,0
230000,female,grad,single,38,0
120000,female,grad,single,45,0
180000,female,grad,single,44,1
290000,female,grad,married,38,0
160000,female,grad,married,47,0
80000,female,highschool,married,43,1
50000,female,undergrad,single,31,1
20000,female,highschool,married,33,1
50000,female,undergrad,other,34,1
80000,female,undergrad,married,34,1
30000,female,highschool,married,43,0
10000,female,undergrad,married,37,1
200000,female,undergrad,single,41,0
50000,female,undergrad,married,33,0
480000,female,undergrad,single,34,1
260000,female,undergrad,married,46,0
200000,female,grad,single,34,0
210000,female,grad,married,40,0
70000,female,undergrad,married,41,1
50000,female,undergrad,married,43,0
20000,female,undergrad,single,45,1
80000,female,undergrad,married,35,0
200000,female,highschool,married,37,0
210000,female,grad,married,38,0
210000,female,highschool,married,35,0
360000,female,grad,other,35,0
80000,female,undergrad,single,56,1
50000,female,highschool,married,43,0
20000,female,undergrad,single,40,0
40000,female,undergrad,married,38,1
50000,female,undergrad,married,38,1
170000,female,undergrad,married,45,0
310000,female,grad,married,37,0
50000,female,undergrad,married,24,0
30000,female,grad,single,25,0
200000,female,undergrad,married,45,0
260000,female,undergrad,married,38,0
80000,female,undergrad,single,29,1
180000,female,undergrad,single,27,0
130000,female,grad,single,28,0
190000,female,grad,married,30,1
110000,female,undergrad,married,33,0
60000,female,undergrad,married,40,1
40000,female,highschool,married,49,0
80000,female,undergrad,married,32,0
100000,female,other,single,33,0
400000,female,undergrad,married,34,0
70000,female,undergrad,married,40,1
500000,female,undergrad,married,49,0
190000,female,highschool,single,46,0
200000,female,undergrad,single,35,0
210000,female,undergrad,married,42,0
340000,female,undergrad,single,47,0
180000,female,grad,single,38,0
110000,female,undergrad,single,28,0
80000,female,highschool,single,42,0
30000,female,highschool,married,31,0
200000,female,grad,single,31,0
80000,female,undergrad,married,31,0
300000,female,grad,single,31,1
280000,female,grad,single,32,0
110000,female,undergrad,single,32,0
130000,female,undergrad,single,33,0
500000,female,other,married,32,0
150000,female,undergrad,married,32,0
450000,female,undergrad,single,36,0
230000,female,undergrad,married,34,0
80000,female,undergrad,single,34,0
260000,female,grad,married,34,0
150000,female,undergrad,married,34,0
50000,female,undergrad,married,35,0
30000,female,highschool,married,35,1
100000,female,highschool,married,41,1
190000,female,undergrad,married,43,1
130000,female,undergrad,married,34,0
30000,female,undergrad,married,38,1
30000,female,undergrad,single,38,0
110000,female,grad,married,44,1
120000,female,highschool,married,39,0
30000,female,highschool,married,41,0
30000,female,highschool,married,36,1
30000,female,undergrad,single,42,0
10000,female,highschool,single,45,1
400000,female,undergrad,married,32,0
20000,female,highschool,other,32,0
20000,female,undergrad,married,36,1
500000,female,grad,single,33,0
30000,female,undergrad,married,33,1
50000,female,undergrad,married,33,1
30000,female,undergrad,single,33,0
30000,female,undergrad,single,33,1
110000,female,undergrad,single,33,0
100000,female,undergrad,married,34,0
200000,female,undergrad,married,36,0
110000,female,highschool,married,40,0
140000,female,undergrad,single,38,0
70000,female,undergrad,other,45,0
130000,female,highschool,single,37,0
30000,female,undergrad,married,45,0
160000,female,highschool,married,36,0
50000,female,other,single,36,0
80000,female,undergrad,married,36,0
50000,female,highschool,married,44,0
50000,female,highschool,married,40,0
180000,female,undergrad,single,44,0
130000,female,undergrad,married,42,1
420000,female,grad,married,47,0
140000,female,undergrad,married,44,1
20000,female,undergrad,married,42,0
200000,female,undergrad,other,40,1
180000,female,grad,married,49,0
120000,female,highschool,married,37,0
210000,female,undergrad,married,43,0
30000,female,undergrad,married,45,1
80000,female,undergrad,single,43,0
110000,female,undergrad,married,35,0
60000,female,undergrad,married,36,1
60000,female,undergrad,married,36,0
140000,female,grad,single,37,0
60000,female,undergrad,married,35,0
500000,female,grad,single,39,1
420000,female,undergrad,married,41,1
30000,female,undergrad,married,43,1
170000,female,highschool,married,38,0
200000,female,grad,married,49,0
160000,female,grad,married,45,0
200000,female,grad,married,35,1
20000,female,undergrad,married,43,0
190000,female,other,single,39,0
70000,female,grad,married,45,1
220000,female,undergrad,single,33,0
500000,female,grad,single,34,0
210000,female,grad,single,37,1
50000,female,undergrad,married,31,0
160000,female,other,married,38,0
20000,female,grad,single,39,1
70000,female,undergrad,married,37,1
220000,female,grad,married,40,0
200000,female,undergrad,married,48,0
130000,female,highschool,married,44,0
30000,female,undergrad,single,34,0
260000,female,grad,married,45,0
230000,female,highschool,married,32,0
240000,female,grad,single,33,0
260000,female,grad,married,32,0
360000,female,undergrad,married,33,0
260000,female,grad,married,36,0
230000,female,undergrad,married,34,0
300000,female,grad,single,35,0
140000,female,grad,married,45,0
380000,female,highschool,married,38,1
190000,female,grad,single,31,0
500000,female,grad,single,31,0
200000,female,grad,married,39,0
310000,female,undergrad,married,37,0
30000,female,highschool,married,49,0
280000,female,undergrad,married,49,0
80000,female,grad,married,42,1
150000,female,undergrad,married,35,1
30000,female,undergrad,married,48,1
170000,female,grad,married,41,0
110000,female,grad,married,42,0
30000,female,highschool,married,46,1
90000,female,grad,single,33,1
50000,female,undergrad,single,40,1
120000,female,grad,married,36,1
20000,female,highschool,single,46,0
220000,female,grad,married,42,0
230000,female,undergrad,married,42,0
160000,female,grad,single,29,1
450000,female,undergrad,married,38,0
390000,female,grad,married,46,0
90000,female,undergrad,single,29,0
60000,female,undergrad,married,33,1
180000,female,undergrad,married,34,1
80000,female,highschool,married,40,0
180000,female,undergrad,single,43,0
320000,female,undergrad,married,46,0
320000,female,grad,single,36,0
100000,female,undergrad,married,39,0
20000,female,highschool,married,42,0
140000,female,highschool,single,34,0
100000,female,highschool,single,39,0
10000,female,highschool,single,44,1
30000,female,undergrad,married,36,0
50000,female,highschool,married,39,0
20000,female,undergrad,married,44,0
200000,female,undergrad,single,31,0
320000,female,undergrad,married,32,1
360000,female,undergrad,single,37,1
200000,female,grad,married,33,0
140000,female,highschool,married,34,0
420000,female,grad,single,31,0
150000,female,grad,single,36,0
200000,female,undergrad,single,38,0
230000,female,undergrad,married,42,0
30000,female,undergrad,married,38,0
30000,female,undergrad,married,41,0
50000,female,grad,single,36,0
410000,female,grad,married,44,0
280000,female,undergrad,single,43,0
200000,female,undergrad,married,46,0
270000,female,grad,married,45,0
320000,female,grad,single,32,0
60000,female,undergrad,married,32,0
130000,female,undergrad,married,35,0
30000,female,highschool,married,54,1
200000,female,highschool,married,50,0
170000,female,undergrad,married,51,0
80000,female,other,married,50,0
500000,female,grad,single,50,0
50000,female,highschool,married,47,0
90000,female,undergrad,married,50,0
350000,female,other,married,50,0
110000,female,highschool,single,52,0
120000,female,highschool,single,50,1
30000,female,highschool,married,55,1
30000,female,undergrad,married,53,1
250000,female,grad,married,51,0
50000,female,highschool,married,52,0
160000,female,highschool,married,53,0
140000,female,undergrad,married,49,1
80000,female,highschool,married,51,1
10000,female,highschool,single,53,1
300000,female,other,married,50,0
90000,female,undergrad,married,50,0
20000,female,undergrad,single,51,0
30000,female,undergrad,married,53,0
80000,female,highschool,single,50,0
20000,female,grad,single,54,1
20000,female,highschool,married,55,0
50000,female,undergrad,married,53,1
120000,female,grad,married,60,0
30000,female,undergrad,married,47,0
30000,female,undergrad,married,56,1
80000,female,highschool,married,55,0
50000,female,undergrad,married,55,0
80000,female,undergrad,married,56,1
100000,female,undergrad,married,52,0
30000,female,highschool,married,62,1
130000,female,grad,single,51,0
20000,female,highschool,married,54,0
80000,female,undergrad,married,57,1
100000,female,grad,married,51,0
20000,female,highschool,single,50,1
120000,female,undergrad,married,51,0
50000,female,undergrad,single,53,1
80000,female,highschool,married,59,0
90000,female,highschool,married,54,0
60000,female,highschool,single,47,0
100000,female,highschool,married,50,1
50000,female,undergrad,married,50,0
30000,female,highschool,married,53,1
240000,female,grad,married,58,0
200000,female,grad,married,47,0
130000,female,highschool,single,50,0
110000,female,highschool,married,50,0
50000,female,undergrad,married,51,0
20000,female,highschool,married,56,1
50000,female,highschool,married,69,0
80000,female,undergrad,married,54,1
20000,female,highschool,married,52,1
20000,female,highschool,married,56,1
30000,female,highschool,married,53,1
240000,female,other,married,59,0
50000,female,highschool,single,56,1
80000,female,highschool,single,53,0
180000,female,grad,single,56,1
240000,female,highschool,married,55,0
120000,female,undergrad,married,54,0
20000,male,undergrad,single,21,1
100000,male,undergrad,single,33,0
30000,male,undergrad,single,22,1
30000,male,undergrad,single,23,1
50000,male,undergrad,single,22,0
100000,male,undergrad,single,23,0
80000,male,grad,single,23,0
60000,female,highschool,married,54,0
120000,male,undergrad,single,25,1
20000,male,highschool,single,32,0
20000,male,undergrad,single,26,0
50000,male,grad,single,26,0
50000,male,undergrad,single,23,0
50000,male,undergrad,married,24,1
10000,male,undergrad,single,23,0
20000,male,undergrad,single,24,1
30000,male,undergrad,single,25,0
10000,male,highschool,single,25,0
10000,male,highschool,single,22,1
150000,male,undergrad,single,23,1
80000,male,undergrad,single,24,1
20000,male,undergrad,single,24,0
120000,male,grad,single,24,1
40000,male,grad,single,24,0
20000,male,highschool,single,24,1
100000,male,undergrad,married,24,1
160000,male,grad,single,25,0
20000,male,grad,single,24,1
60000,male,undergrad,single,24,1
150000,male,undergrad,single,27,0
40000,male,undergrad,single,24,1
30000,male,undergrad,single,26,0
420000,male,undergrad,single,26,1
20000,male,undergrad,single,26,0
50000,male,undergrad,single,25,1
20000,male,undergrad,single,23,0
20000,male,highschool,single,24,0
20000,male,undergrad,married,28,0
300000,male,grad,single,26,0
30000,male,grad,single,25,0
140000,male,grad,single,27,0
20000,male,undergrad,married,27,0
390000,male,grad,single,27,0
50000,male,undergrad,single,27,0
50000,male,undergrad,single,26,0
50000,male,undergrad,married,26,0
320000,male,undergrad,single,26,0
280000,male,grad,married,26,0
50000,male,grad,single,26,1
500000,male,undergrad,single,26,0
