"","X","carat","cut","color","clarity","depth","table","price","x","y","z"
"42054",42054,0.55,"Very Good","H","SI1",59.4,58,1270,5.36,5.38,3.19
"4000",4000,0.74,"Ideal","D","SI1",61.8,56,3517,5.84,5.88,3.62
"24344",24344,1.79,"Very Good","I","VS2",60.5,56,12610,7.87,7.9,4.77
"21972",21972,2.09,"Premium","I","SI2",60.1,59,10042,8.34,8.3,5
"7041",7041,1.02,"Ideal","F","SI2",62.1,56,4162,6.41,6.44,3.99
"6176",6176,0.9,"Ideal","F","SI1",62.4,56,3992,6.22,6.18,3.87
"15989",15989,1.01,"Good","E","VS2",63.3,60,6399,6.3,6.33,4
"14258",14258,1,"Premium","D","SI1",62.5,59,5775,6.32,6.38,3.97
"2067",2067,0.32,"Premium","G","VS2",61.5,58,561,4.35,4.4,2.69
"15150",15150,1.31,"Premium","H","SI2",60,57,6089,7.1,7.07,4.25
"4940",4940,1.01,"Ideal","J","SI2",61.6,55,3732,6.45,6.5,3.99
"42030",42030,0.38,"Premium","E","VVS1",61.9,58,1267,4.62,4.66,2.87
"41904",41904,0.52,"Very Good","F","SI1",61.3,56,1261,5.2,5.24,3.2
"10872",10872,1.08,"Premium","I","VS1",62.5,57,4877,6.54,6.51,4.08
"11785",11785,1.13,"Very Good","E","SI1",60.8,58,5086,6.71,6.77,4.1
"41331",41331,0.5,"Good","H","VVS2",66.1,58,1214,4.87,4.9,3.23
"50912",50912,0.56,"Ideal","F","VVS2",61.9,56,2318,5.32,5.28,3.28
"38581",38581,0.4,"Ideal","G","VS2",61.2,57,1035,4.78,4.73,2.91
"50828",50828,0.73,"Premium","F","SI2",61.6,58,2309,5.79,5.73,3.55
"51925",51925,0.7,"Fair","E","VS2",65.7,55,2437,5.45,5.51,3.6
"39972",39972,0.39,"Very Good","F","VVS1",60.8,57,1107,4.72,4.75,2.88
"37491",37491,0.35,"Ideal","E","VS2",61.6,56,984,4.54,4.52,2.79
"43848",43848,0.52,"Premium","G","VS2",60.9,58,1447,5.19,5.22,3.17
"11649",11649,1.01,"Good","D","SI1",63.9,62,5055,6.25,6.31,4.01
"23835",23835,1.2,"Very Good","F","VVS1",59.8,63,11913,6.82,6.8,4.07
"39478",39478,0.41,"Premium","E","VS1",60.8,59,1079,4.76,4.82,2.91
"47908",47908,0.67,"Premium","G","SI1",60.5,60,1914,5.69,5.65,3.43
"24961",24961,1.68,"Premium","G","VS1",58.2,57,13445,7.89,7.85,4.58
"42983",42983,0.41,"Ideal","G","IF",61,57,1367,4.79,4.81,2.93
"28680",28680,0.24,"Ideal","E","VVS1",61.4,57,678,3.99,4.03,2.46
"33727",33727,0.43,"Premium","H","SI2",62.8,58,839,4.85,4.83,3.04
"14515",14515,1.14,"Ideal","I","VS1",61.7,53,5863,6.75,6.77,4.17
"52442",52442,0.7,"Very Good","E","SI2",62.6,57,2514,5.64,5.67,3.54
"21837",21837,1.16,"Ideal","G","IF",62,57,9901,6.7,6.73,4.16
"28610",28610,0.3,"Premium","E","SI1",62.1,60,675,4.29,4.27,2.66
"15803",15803,1.22,"Very Good","H","SI1",62.5,59,6323,6.79,6.82,4.25
"8616",8616,0.8,"Good","E","VS1",60.2,54,4444,6.04,6.01,3.63
"37797",37797,0.34,"Ideal","G","VVS1",61.8,56,1000,4.45,4.51,2.77
"32431",32431,0.4,"Ideal","H","VS1",61.2,55,792,4.75,4.79,2.92
"51421",51421,0.75,"Very Good","F","SI1",63.5,56,2372,5.75,5.71,3.64
"40833",40833,0.4,"Ideal","G","VVS2",61.5,57,1172,4.74,4.76,2.92
"33830",33830,0.32,"Ideal","E","VVS2",61.4,54,843,4.44,4.45,2.73
"3030",3030,1.01,"Very Good","I","SI2",63.2,58,3309,6.34,6.31,4
"36021",36021,0.33,"Fair","H","VVS2",65.1,59,922,4.4,4.32,2.84
"4450",4450,0.71,"Premium","D","VVS2",60,58,3618,5.92,5.84,3.53
"35617",35617,0.3,"Very Good","H","VS2",62.7,59,473,4.22,4.27,2.66
"31956",31956,0.31,"Ideal","I","VS2",61.4,55,452,4.35,4.41,2.69
"13093",13093,1.46,"Premium","G","SI2",62.8,52,5421,7.31,7.27,4.58
"21335",21335,1.24,"Ideal","F","VS2",62,57,9478,6.83,6.89,4.25
"51670",51670,0.7,"Ideal","F","SI2",62.1,57,2398,5.65,5.69,3.52
"39388",39388,0.31,"Premium","D","VVS1",61.2,59,1075,4.38,4.35,2.67
"23764",23764,2.1,"Good","I","SI2",62.9,64,11818,8.15,8.1,5.11
"46517",46517,0.53,"Ideal","H","VVS1",60.8,56,1781,5.24,5.26,3.19
"29429",29429,0.42,"Good","H","SI1",63.1,57,700,4.76,4.78,3.01
"6368",6368,0.32,"Premium","H","SI1",61.3,60,576,4.42,4.36,2.69
"33450",33450,0.32,"Ideal","G","VS1",63,55,828,4.38,4.35,2.75
"12973",12973,1.01,"Very Good","H","VS2",61.6,57,5393,6.41,6.44,3.96
"26179",26179,2.06,"Premium","I","SI1",61,58,15517,8.24,8.19,5.01
"52470",52470,0.71,"Good","H","VVS2",63,59,2517,5.64,5.67,3.56
"46729",46729,0.7,"Very Good","I","SI2",59.5,58,1795,5.73,5.79,3.43
"26812",26812,2.01,"Premium","I","VS2",61.7,60,16700,8.09,8.02,4.97
"15001",15001,1.3,"Good","H","SI2",63.7,57,6042,6.94,6.87,4.4
"15599",15599,1.01,"Very Good","F","VS2",58.8,63,6257,6.51,6.56,3.84
"23622",23622,2.01,"Premium","I","SI1",61.3,60,11646,8.09,8.05,4.95
"50318",50318,0.71,"Very Good","G","SI1",63.1,60,2240,5.6,5.69,3.56
"22378",22378,0.31,"Very Good","H","VS2",63.1,57,628,4.31,4.28,2.71
"6221",6221,1.01,"Very Good","F","SI2",60.7,57,4004,6.42,6.46,3.91
"33709",33709,0.3,"Ideal","E","VVS1",61.6,56,838,4.31,4.32,2.66
"31958",31958,0.31,"Ideal","I","VS2",62,54,452,4.37,4.4,2.72
"1178",1178,0.7,"Premium","E","VS1",60.3,58,2930,5.7,5.74,3.45
"48158",48158,0.72,"Very Good","H","SI2",63.5,58,1942,5.65,5.68,3.6
"5969",5969,1.14,"Premium","D","I1",61.8,59,3950,6.62,6.74,4.13
"53202",53202,0.71,"Ideal","F","SI1",61.5,56,2633,5.76,5.69,3.52
"32121",32121,0.42,"Very Good","D","SI1",62.3,58,784,4.8,4.83,3
"10358",10358,1.11,"Ideal","I","SI1",62.3,58,4771,6.6,6.65,4.13
"50798",50798,0.71,"Good","I","VS1",63.6,56,2306,5.65,5.7,3.61
"1158",1158,0.7,"Ideal","I","VS1",61.5,56,2924,5.71,5.75,3.52
"34042",34042,0.3,"Ideal","G","IF",61.7,53,850,4.33,4.36,2.68
"49790",49790,0.77,"Very Good","I","VS2",62.4,63,2162,5.84,5.8,3.63
"46219",46219,0.51,"Ideal","D","VS1",61.7,54,1752,5.12,5.15,3.17
"44343",44343,0.5,"Very Good","G","VS1",63.2,59,1580,5.03,5.07,3.19
"11916",11916,1.07,"Premium","H","SI1",60.4,59,5123,6.65,6.62,4.01
"20420",20420,1.58,"Premium","H","SI2",62.4,57,8777,7.45,7.36,4.62
"53554",53554,0.78,"Very Good","I","VS1",60.9,55,2694,5.94,5.98,3.63
"5933",5933,0.91,"Premium","D","SI2",61,61,3943,6.24,6.16,3.78
"21192",21192,1.5,"Very Good","I","VS2",59.4,61,9342,7.41,7.45,4.41
"31348",31348,0.27,"Ideal","F","VVS1",62.5,56,760,4.1,4.14,2.57
"23454",23454,1.01,"Ideal","D","VVS2",61.9,56,11442,6.41,6.45,3.98
"2329",2329,0.77,"Ideal","F","SI1",61.4,55,3169,5.93,5.95,3.65
"39789",39789,0.32,"Ideal","E","IF",62.6,55,1095,4.38,4.41,2.75
"24278",24278,1.57,"Ideal","G","VS2",62.7,55,12506,7.42,7.49,4.68
"5956",5956,0.9,"Good","F","SI1",63.1,58,3950,6.12,6.18,3.88
"30046",30046,0.41,"Premium","G","SI1",61.5,59,719,4.75,4.78,2.93
"27690",27690,1.72,"Premium","G","VVS2",61.8,60,18730,7.65,7.68,4.74
"27627",27627,1.83,"Premium","G","VS2",60.5,59,18525,7.99,7.89,4.8
"42832",42832,0.61,"Very Good","I","SI1",63.4,55,1356,5.39,5.43,3.43
"47641",47641,0.23,"Very Good","D","VVS1",62.5,58,530,3.94,3.96,2.47
"47393",47393,0.54,"Ideal","E","VS2",61.9,57,1847,5.23,5.2,3.23
"8772",8772,1.01,"Good","D","SI2",64.6,59,4468,6.23,6.3,4.05
"32561",32561,0.36,"Ideal","D","VS2",61.8,55,800,4.58,4.61,2.84
"1991",1991,0.71,"Very Good","D","VS2",63,58,3096,5.65,5.68,3.57
"4246",4246,1.01,"Very Good","G","SI2",60.8,63,3577,6.4,6.36,3.88
"2765",2765,0.82,"Ideal","F","SI1",62.6,56,3251,5.95,5.99,3.74
"2261",2261,0.8,"Ideal","H","VS2",60.6,56,3153,6.03,6.08,3.67
"21933",21933,2.01,"Very Good","I","SI2",61.4,63,10009,8.19,7.96,4.96
"1456",1456,0.7,"Ideal","E","VS1",61.3,54,2978,5.77,5.83,3.54
"46580",46580,0.72,"Premium","J","SI1",62,58,1785,5.74,5.77,3.57
"7491",7491,1.02,"Premium","F","SI2",59.9,62,4238,6.53,6.5,3.9
"43918",43918,0.31,"Ideal","I","VS1",61.4,55.2,513,4.32,4.35,2.66
"52668",52668,0.78,"Very Good","F","SI2",62.2,59,2550,5.89,5.94,3.68
"32178",32178,0.39,"Premium","G","VS2",61.2,60,787,4.68,4.73,2.88
"24917",24917,1.63,"Ideal","F","SI1",61.5,56,13363,7.55,7.58,4.66
"2690",2690,0.74,"Ideal","F","VS2",60.8,57,3246,5.85,5.87,3.56
"50570",50570,0.75,"Ideal","E","SI2",62.1,57,2278,5.81,5.85,3.62
"14113",14113,1.4,"Premium","G","SI2",60.6,58,5723,7.26,7.22,4.39
"37723",37723,0.34,"Ideal","G","VVS2",62.1,55,995,4.48,4.44,2.77
"30645",30645,0.42,"Very Good","D","SI1",63,59,735,4.77,4.79,3.01
"40553",40553,0.41,"Ideal","F","IF",62.2,54,1151,4.76,4.79,2.97
"14760",14760,1.01,"Ideal","D","SI1",60.8,56,5939,6.54,6.48,3.96
"7838",7838,1.2,"Premium","H","SI2",60.8,59,4301,6.8,6.75,4.12
"41292",41292,0.36,"Ideal","F","IF",61.7,55,1210,4.58,4.62,2.84
"5496",5496,0.91,"Premium","E","SI1",61.5,60,3842,6.24,6.19,3.82
"7407",7407,0.33,"Premium","I","VVS2",61.5,58,579,4.43,4.45,2.73
"52365",52365,0.73,"Very Good","F","VS2",58.9,60,2503,5.9,5.81,3.45
"29555",29555,0.4,"Ideal","H","SI1",62.6,52,705,4.73,4.76,2.97
"35452",35452,0.32,"Ideal","E","VS2",62,55,900,4.38,4.36,2.71
"30916",30916,0.34,"Ideal","F","VS1",62.2,56,745,4.44,4.47,2.77
"44115",44115,0.53,"Premium","F","VS1",61.5,61,1558,5.17,5.11,3.16
"32498",32498,0.43,"Premium","D","SI1",62.4,60,796,4.79,4.82,3
"12053",12053,0.34,"Premium","H","VS1",62.1,58,596,4.46,4.49,2.78
"37702",37702,0.5,"Fair","F","SI1",65.1,59,994,5.01,4.92,3.23
"38650",38650,0.44,"Ideal","E","SI1",61.1,56,1040,4.92,4.9,3
"20359",20359,1.51,"Premium","H","SI1",61.5,58,8752,7.38,7.31,4.52
"51621",51621,0.72,"Very Good","G","SI1",62.8,60,2396,5.78,5.68,3.6
"15358",15358,1.01,"Premium","F","VS2",63,58,6165,6.4,6.34,4.01
"53892",53892,0.56,"Ideal","E","VVS1",62.1,56,2750,5.28,5.29,3.28
"49352",49352,0.54,"Ideal","H","IF",60.9,57,2096,5.26,5.31,3.22
"2549",2549,0.83,"Ideal","D","SI2",62.1,56,3207,6,6.04,3.74
"16842",16842,1,"Premium","E","VS2",62.8,60,6720,6.36,6.32,3.98
"51316",51316,0.31,"Ideal","G","VS2",62.4,55,544,4.3,4.32,2.69
"40710",40710,0.43,"Premium","D","VVS2",59.5,59,1159,4.95,4.97,2.95
"48379",48379,0.57,"Ideal","E","VS1",61.4,57,1965,5.32,5.37,3.28
"20268",20268,1.74,"Premium","J","SI2",59.7,57,8690,7.88,7.8,4.68
"31247",31247,0.37,"Very Good","E","VS2",60.6,58,757,4.62,4.65,2.81
"19359",19359,0.27,"Ideal","D","VVS1",62.2,56,622,4.12,4.15,2.57
"22477",22477,1.62,"Ideal","I","VS2",62.1,55,10501,7.53,7.58,4.69
"29106",29106,0.34,"Ideal","H","VS2",62.5,54,689,4.54,4.49,2.82
"12617",12617,1.12,"Premium","H","SI1",61.9,59,5291,6.66,6.52,4.08
"13894",13894,1.01,"Good","G","VS2",60.3,57,5655,6.46,6.51,3.91
"17332",17332,1.16,"Ideal","H","VS2",62.1,57,6954,6.7,6.73,4.17
"5302",5302,1.01,"Fair","I","VS1",64.9,56,3801,6.29,6.2,4.07
"21079",21079,1.5,"Premium","H","VS2",62.1,59,9253,7.26,7.2,4.49
"20358",20358,1.51,"Ideal","I","SI1",62.4,59,8752,7.27,7.34,4.56
"43589",43589,0.41,"Ideal","E","VVS2",61.7,56,1432,4.77,4.8,2.95
"22135",22135,1.7,"Very Good","J","VS1",62.9,58,10165,7.54,7.67,4.79
"31433",31433,0.3,"Ideal","H","IF",61.2,56,764,4.36,4.37,2.67
"36084",36084,0.33,"Ideal","G","IF",61.9,56,925,4.43,4.47,2.75
"52628",52628,0.35,"Very Good","H","SI2",63.2,61,551,4.49,4.47,2.83
"34886",34886,0.38,"Ideal","G","VVS2",60,56,879,4.72,4.76,2.84
"29954",29954,0.33,"Good","I","SI1",63.6,57,445,4.39,4.42,2.8
"53560",53560,0.71,"Premium","G","VS2",60.3,60,2694,5.81,5.76,3.49
"41643",41643,0.4,"Ideal","E","VVS2",61.8,55,1238,4.78,4.74,2.94
"8139",8139,1.01,"Premium","I","SI1",62.3,58,4355,6.44,6.4,4
"46613",46613,0.51,"Ideal","D","VS2",62.7,55,1787,5.09,5.12,3.2
"11574",11574,1.15,"Ideal","I","VS2",61.7,59,5038,6.68,6.73,4.14
"32103",32103,0.33,"Ideal","D","VS2",61.9,56,781,4.42,4.44,2.74
"17435",17435,1,"Premium","G","VS1",62.9,60,6989,6.36,6.29,3.98
"11539",11539,0.97,"Ideal","D","SI1",62.8,56,5028,6.24,6.3,3.94
"28948",28948,0.3,"Ideal","G","VVS2",62.7,57,684,4.26,4.32,2.69
"29594",29594,0.32,"Good","D","SI1",63.7,55,706,4.33,4.31,2.75
"23937",23937,1.51,"Premium","G","VS2",61.4,58,12068,7.4,7.3,4.51
"26985",26985,2.01,"Ideal","I","VS1",62.5,56,17068,8.08,8.02,5.03
"2055",2055,0.32,"Very Good","E","SI1",62.8,57,561,4.34,4.39,2.74
"16963",16963,1.12,"Ideal","G","VS2",62.2,54,6774,6.65,6.62,4.13
"45899",45899,0.52,"Premium","D","SI1",61.4,58,1720,5.19,5.16,3.18
"27427",27427,2.16,"Ideal","I","SI1",62,56,18029,8.28,8.3,5.14
"32065",32065,0.33,"Premium","D","SI1",60.1,59,780,4.49,4.46,2.69
"30072",30072,0.32,"Ideal","F","SI2",61.7,56,720,4.44,4.41,2.73
"262",262,0.87,"Very Good","I","SI1",63.6,55.8,2791,6.07,6.1,3.87
"28597",28597,0.3,"Very Good","G","VS2",63.1,57,675,4.28,4.24,2.69
"38006",38006,0.43,"Very Good","F","VS1",63.4,57,1008,4.8,4.76,3.03
"12097",12097,1.08,"Ideal","F","SI2",61.3,55,5164,6.59,6.62,4.05
"44915",44915,0.53,"Premium","D","SI1",61,58,1631,5.18,5.22,3.17
"10020",10020,1.11,"Ideal","I","SI1",61.9,57,4709,6.62,6.67,4.11
"11486",11486,1.2,"Very Good","H","SI2",61.9,57,5016,6.78,6.85,4.22
"13312",13312,1.01,"Ideal","G","SI1",61.1,58,5497,6.43,6.49,3.95
"42776",42776,0.5,"Fair","F","VS1",62.9,68,1348,5.02,4.96,3.14
"29338",29338,0.31,"Premium","H","VS1",62.4,58,698,4.34,4.28,2.69
"43466",43466,0.56,"Ideal","G","SI1",62.1,55,1417,5.29,5.33,3.3
"13099",13099,1.21,"Premium","I","SI1",62.1,56,5421,6.92,6.76,4.25
"2286",2286,0.9,"Very Good","H","SI2",62.9,57,3160,6.09,6.16,3.85
"34264",34264,0.31,"Premium","J","SI1",61.9,59,465,4.32,4.28,2.66
"38676",38676,0.52,"Very Good","I","SI1",60.3,61,1041,5.14,5.2,3.12
"30408",30408,0.34,"Ideal","D","VS2",60.8,57,730,4.52,4.56,2.76
"8500",8500,1.07,"Ideal","J","SI1",62.4,56,4422,6.52,6.56,4.08
"27876",27876,0.44,"Ideal","H","SI2",62.3,54,654,4.89,4.93,3.06
"23242",23242,1.71,"Good","I","VS2",58,60,11250,7.85,7.9,4.57
"51947",51947,0.71,"Premium","E","SI1",59.1,60,2441,5.87,5.84,3.46
"14298",14298,1.23,"Very Good","I","VS2",59.7,58,5789,6.94,7.02,4.17
"20094",20094,1.57,"Premium","G","SI2",61.1,61,8572,7.46,7.43,4.55
"29815",29815,0.3,"Premium","D","SI1",62.4,60,709,4.26,4.23,2.65
"18431",18431,1.5,"Very Good","H","SI2",63.1,57,7495,7.16,7.27,4.55
"47571",47571,0.51,"Ideal","G","VVS2",61.5,57,1875,5.13,5.18,3.17
"46564",46564,0.53,"Ideal","D","VS2",61,56,1783,5.29,5.26,3.22
"49294",49294,0.33,"Ideal","H","VS2",61.1,56,539,4.5,4.54,2.76
"8737",8737,1.02,"Fair","H","VS2",64.6,61,4462,6.32,6.24,4.06
"30483",30483,0.31,"Premium","D","SI1",60,61,732,4.43,4.41,2.65
"22307",22307,1.04,"Premium","E","VVS1",62.5,59,10350,6.41,6.46,4.02
"22167",22167,1.57,"Ideal","I","VS1",62.3,57,10209,7.44,7.48,4.65
"21412",21412,1.13,"Premium","G","IF",61.2,59,9525,6.71,6.78,4.13
"43436",43436,0.5,"Ideal","D","SI1",61.4,58,1415,5.07,5.1,3.12
"154",154,0.73,"Premium","G","VS2",61.4,59,2770,5.83,5.76,3.56
"16852",16852,1,"Premium","E","VS2",60,60,6720,6.43,6.43,3.89
"43249",43249,0.38,"Premium","D","VVS1",60.4,59,1400,4.7,4.71,2.84
"27519",27519,3.01,"Good","I","SI2",63.9,60,18242,9.06,9.01,5.77
"37549",37549,0.31,"Ideal","E","VVS1",61.8,56,988,4.36,4.34,2.69
"30329",30329,0.36,"Premium","F","VS2",60.5,60,726,4.55,4.61,2.77
"41404",41404,0.55,"Very Good","I","VS2",61,57,1224,5.31,5.32,3.24
"35141",35141,0.39,"Premium","E","VS2",62.5,60,889,4.64,4.67,2.91
"31940",31940,0.3,"Premium","F","VS2",60.4,58,776,4.33,4.31,2.61
"2388",2388,0.32,"Premium","G","VS2",60.7,58,561,4.38,4.42,2.67
"25232",25232,2.01,"Premium","I","SI2",62.6,56,13833,8.1,8,5.04
"47273",47273,0.5,"Ideal","H","IF",61.1,58,1844,5.1,5.14,3.13
"8697",8697,1.02,"Good","D","SI2",64.1,58,4459,6.25,6.32,4.03
"33298",33298,0.31,"Ideal","D","SI2",62.1,57,462,4.32,4.34,2.69
"8855",8855,1,"Very Good","E","SI2",63.5,54,4480,6.41,6.35,4.05
"4237",4237,1.15,"Premium","G","I1",61.2,58,3574,6.8,6.74,4.14
"7413",7413,0.91,"Very Good","H","VS1",63.4,56,4224,6.18,6.12,3.9
"6042",6042,0.32,"Ideal","H","SI1",60.6,57,576,4.44,4.4,2.68
"9225",9225,1.1,"Premium","H","SI2",62.6,57,4558,6.6,6.56,4.12
"22123",22123,1.52,"Very Good","G","SI1",62.5,58,10150,7.26,7.3,4.55
"14655",14655,1.5,"Premium","G","I1",60.3,61,5914,7.39,7.34,4.44
"26190",26190,2,"Fair","D","SI1",64.8,58,15540,7.98,7.89,5.14
"44700",44700,0.47,"Good","E","VVS1",65.2,56,1613,4.86,4.89,3.18
"53409",53409,0.7,"Premium","F","VS1",61.7,60,2669,5.67,5.64,3.49
"24931",24931,1.51,"Very Good","G","VS1",62.9,58,13378,7.32,7.41,4.63
"53069",53069,0.55,"Ideal","E","VVS1",62.9,57,2609,5.25,5.21,3.29
"39368",39368,0.36,"Premium","G","IF",62.5,60,1074,4.49,4.53,2.82
"43985",43985,0.26,"Ideal","G","SI1",62.2,54,394,4.11,4.12,2.56
"21223",21223,1.21,"Premium","G","VVS2",59.6,60,9370,6.89,6.91,4.11
"34438",34438,0.46,"Premium","I","SI2",61,58,863,5.03,4.97,3.05
"12154",12154,1.23,"Ideal","I","SI2",62.1,56,5175,6.84,6.88,4.26
"37580",37580,0.32,"Premium","D","VVS2",61.5,60,990,4.41,4.37,2.7
"37385",37385,0.4,"Ideal","D","VS2",60.4,56,982,4.73,4.77,2.87
"47335",47335,0.23,"Very Good","E","VVS1",60,59,530,3.97,4.03,2.4
"26052",26052,1.51,"Premium","F","VS2",59.1,60,15253,7.52,7.45,4.42
"30350",30350,0.42,"Very Good","E","SI1",61.4,54,728,4.83,4.87,2.98
"33765",33765,0.4,"Ideal","I","VS2",61.4,58,840,4.78,4.73,2.92
"45287",45287,0.51,"Premium","G","VS1",62.1,58,1662,5.12,5.09,3.17
"48046",48046,0.51,"Ideal","G","VVS2",61.9,55,1926,5.14,5.17,3.19
"16725",16725,0.38,"Ideal","I","SI1",61.7,56,610,4.64,4.67,2.87
"13265",13265,1.13,"Ideal","H","SI1",62.3,56,5483,6.69,6.66,4.16
"9353",9353,1.01,"Ideal","I","SI1",62.4,56,4584,6.36,6.4,3.98
"12871",12871,1.09,"Ideal","D","SI2",62.4,57,5364,6.55,6.6,4.1
"38725",38725,0.41,"Ideal","H","VVS1",61.4,56,1043,4.77,4.8,2.94
"3398",3398,0.3,"Ideal","H","VVS2",62.5,54,567,4.3,4.3,2.7
"32438",32438,0.43,"Ideal","F","SI1",61.6,57,792,4.8,4.85,2.97
"32183",32183,0.39,"Good","G","VS2",63.8,59,787,4.66,4.59,2.95
"23873",23873,2,"Premium","J","VS2",62.9,60,11966,7.99,7.95,5.01
"47250",47250,0.51,"Very Good","G","VVS2",63.5,55,1842,5.09,5.05,3.22
"1386",1386,0.31,"Very Good","G","VS2",61.4,55,559,4.38,4.41,2.69
"46607",46607,0.54,"Premium","D","SI1",62.1,58,1786,5.23,5.21,3.24
"53800",53800,0.66,"Ideal","F","VVS2",61.2,57,2732,5.63,5.58,3.43
"17002",17002,1.01,"Ideal","F","VS2",61.9,55,6787,6.47,6.45,4
"32451",32451,0.43,"Very Good","E","SI1",62.4,56,792,4.79,4.83,3
"46324",46324,0.69,"Very Good","H","SI1",62.5,57.6,1757,5.66,5.72,3.55
"14853",14853,1.07,"Ideal","F","SI1",62.7,56,5982,6.47,6.53,4.08
"38708",38708,0.35,"Ideal","G","IF",61.8,56,1041,4.57,4.52,2.81
"24905",24905,1.51,"Very Good","G","VVS2",62.1,59,13337,7.28,7.34,4.54
"53388",53388,0.79,"Very Good","H","SI1",63.2,59,2663,5.87,5.84,3.7
"21491",21491,1.5,"Ideal","I","VS2",62.6,57,9586,7.26,7.31,4.56
"32816",32816,0.34,"Ideal","E","VS1",61.2,57,805,4.45,4.5,2.74
"37483",37483,0.35,"Ideal","E","VS2",61.7,55,984,4.57,4.54,2.81
"25949",25949,1.51,"Ideal","G","VVS2",61.8,57,15118,7.36,7.31,4.53
"11058",11058,0.4,"Ideal","H","SI2",61.9,58,596,4.71,4.73,2.92
"16099",16099,1.2,"Premium","F","SI1",62.9,58,6435,6.76,6.69,4.23
"35662",35662,0.31,"Very Good","G","VVS2",63.4,59,907,4.29,4.26,2.71
"23218",23218,1.14,"Ideal","F","VVS1",60.1,60,11226,6.79,6.83,4.09
"20108",20108,1.5,"Good","I","SI1",64,60,8580,7.13,7.25,4.6
"20771",20771,1.25,"Premium","G","VS1",61.8,58,9009,6.91,6.94,4.28
"20576",20576,1.58,"Premium","H","SI2",60.4,58,8887,7.6,7.52,4.57
"25194",25194,2.07,"Premium","E","SI2",61.4,58,13786,8.24,8.19,5.04
"46051",46051,0.57,"Very Good","E","VS2",60.7,58,1732,5.37,5.33,3.25
"23420",23420,1.33,"Ideal","D","VS2",62.8,56,11409,7.08,7.03,4.43
"15294",15294,1.17,"Ideal","G","VS2",61.5,57,6139,6.86,6.8,4.2
"13955",13955,1.09,"Premium","H","VS2",60,56,5677,6.73,6.68,4.02
"19040",19040,0.3,"Ideal","F","VS1",62.5,57,621,4.26,4.28,2.67
"49359",49359,0.51,"Ideal","F","VVS2",61.7,56,2098,5.14,5.16,3.18
"7901",7901,1,"Fair","F","VS2",68.3,58,4312,5.98,5.95,4.08
"8200",8200,1.04,"Premium","H","SI2",58.6,60,4368,6.67,6.63,3.9
"23593",23593,1.75,"Ideal","J","VVS2",62,55,11609,7.7,7.73,4.78
"4414",4414,0.92,"Ideal","I","SI1",62.1,55,3610,6.24,6.29,3.89
"11480",11480,0.92,"Ideal","E","SI1",61.7,57,5014,6.24,6.27,3.86
"35513",35513,0.41,"Very Good","E","SI1",63.2,58,904,4.72,4.68,2.97
"14480",14480,1.2,"Premium","G","SI2",62.4,58,5846,6.77,6.73,4.21
"38574",38574,0.4,"Premium","H","VS1",62.6,58,1035,4.71,4.68,2.94
"53926",53926,0.79,"Ideal","I","SI1",61.6,56,2756,5.95,5.97,3.67
"24640",24640,2.03,"Premium","J","SI1",62.1,59,12979,8.12,8.06,5.02
"47440",47440,0.56,"Ideal","G","VS1",60.7,55,1855,5.33,5.36,3.25
"20224",20224,1.53,"Very Good","E","SI2",63.1,59,8654,7.38,7.21,4.61
"49346",49346,0.71,"Premium","H","SI1",62.1,58,2096,5.72,5.75,3.56
"18750",18750,1.7,"Ideal","H","SI2",62.9,57,7664,7.59,7.55,4.76
"50142",50142,0.61,"Ideal","E","VS1",62.2,56,2214,5.43,5.41,3.37
"17225",17225,1.22,"Ideal","I","VS1",62.6,57,6887,6.8,6.76,4.24
"8851",8851,1.01,"Premium","E","SI1",62.4,58,4480,6.42,6.37,3.99
"1209",1209,0.95,"Premium","G","SI2",58.8,60,2937,6.35,6.31,3.72
"18402",18402,1.06,"Ideal","F","VS1",61.9,57,7479,6.55,6.53,4.05
"27533",27533,1.62,"Ideal","F","VS2",61.2,57,18281,7.52,7.58,4.62
"25645",25645,1.51,"Ideal","G","VS1",61.1,57,14542,7.38,7.41,4.52
"45252",45252,0.54,"Good","E","VS2",63.3,55,1660,5.2,5.26,3.31
"21089",21089,1.51,"Good","G","SI1",63.1,56,9258,7.2,7.28,4.57
"18140",18140,1.37,"Ideal","I","VS2",61.5,55,7346,7.18,7.2,4.42
"8907",8907,0.9,"Ideal","H","SI1",62.5,56,4492,6.14,6.18,3.85
"48869",48869,0.78,"Very Good","J","SI1",59.4,62,2035,6.01,6.05,3.58
"41951",41951,0.23,"Very Good","F","VVS2",60.4,61,505,3.93,3.95,2.38
"37980",37980,0.51,"Very Good","J","VS2",61.6,58,1008,5.09,5.14,3.15
"34234",34234,0.4,"Premium","E","SI2",62.9,59,855,4.69,4.66,2.94
"20293",20293,1.13,"Premium","G","VVS1",59.3,59,8709,6.79,6.87,4.05
"50382",50382,0.75,"Good","J","SI1",63.9,56,2250,5.76,5.71,3.66
"12543",12543,1.3,"Good","J","VS2",63.6,59,5269,6.9,6.87,4.38
"34803",34803,0.31,"Ideal","D","VS1",62.1,57,877,4.35,4.32,2.69
"41224",41224,0.43,"Premium","G","VVS1",60.3,58,1207,4.87,4.91,2.95
"32867",32867,0.46,"Very Good","F","SI2",61.5,56,809,4.98,5.01,3.07
"6327",6327,0.71,"Ideal","D","VS2",61.2,55,4029,5.74,5.78,3.53
